EECodDane;EENombre;EESedeID;EECodDaneSede;EENomSede;EEDirSede;EEZona; EEMatricula 
219355000119;CENTRO EDUCATIVO LA PALMERA;57599;219355000119;LA PALMERA (sede principal);VEREDA LA PALMERA;RURAL; 68 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57955;219364000482;ESCUELA RURAL MIXTA LA MARQUEZA;VEREDA LA MARQUEZA;RURAL; 65 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57944;219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE) - SEDE PRINCIPAL;VDA. EL TABLON;RURAL; 337 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57954;219364000393;CENTRO DOCENTE GUAYOPE;VEREDA GUAYOPE;RURAL; 75 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57952;219364000318;CENTRO DOCENTE RURAL MIXTO EL TRAPICHE LA MARIA;VEREDA EL TRAPICHE;RURAL; 79 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57951;219364000296;CENTRO DOCENTE RURAL MIXTA EL TABLON;VEREDA EL TABLON;RURAL; 109 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57948;219364000156;CENTRO DOCENTE RURAL MIXTO BARONDILLO;VEREDA BARONDILLO- VIA ZUMBICO;RURAL; 120 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57947;219364000121;CENTRO DOCENTE RURAL MIXTA ULLUCOS;VEREDA ULLUCOS;RURAL; 108 
219364000458;KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE);57946;219364000083;CENTRO DOCENTE RURAL MIXTO LA MINA;CORREGIMIENTO LA MINA;RURAL; 107 
219364000440;INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA;57942;219364000474;ESCUELA RURAL MIXTA VITOYO;VEREDA VITOYO;RURAL; 121 
219364000440;INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA;57934;219364000440;CENT DE FORM INTEGRAL MARDEN ARNULFO BETANCUR ( ANT SIGLO21);CORREGIMIENTO LOMA REDONDA;RURAL; 356 
219364000440;INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA;57938;219364000229;CENTRO DOCENTE RURAL MIXTO LOMA GRUESA;VEREDA LOMA GRUESA;RURAL; 75 
219364000199;INST EDUC CHIMICUETO ANTES (CENT EDUC CHIMICUETO);57933;219364000199;CENTRO DOCENTE RURAL MIXTO CHIMICUETO;VEREDA CHIMICUETO;RURAL; 230 
219364000130;INSTITUCION EDUCATIVA WILDER FABIAN HURTADO(ANTES KWESX U´JHTHESX UUS YATXNXI WILDER FABIAN HURTADO;57791;219364000130;CENTRO DOCENTE ZUMBICO;VEREDA ZUMBICO;RURAL; 332 
219364000105;INSTITUCION EDUCATIVA UUS KI´PNXI KIWE ANTES(I.E. AGROCULTURAL PARA EL DESARROLLO TERRITORIAL UUS KI;57789;219364000105;CENTRO DOCENTE RURAL MIXTO PALETON;VEREDA PALETON;RURAL; 199 
219364000075;INSTITUCION EDUCATIVA MARINO MESTIZO;57936;219364000075;ESCUELA RURAL MIXTA LA ESPERANZA;VEREDA LA ESPERANZA;RURAL; 359 
119364000267;I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO;57784;119364000267;I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO;IND BARRIO EL CENTRO;URBANA; 519 
119364000267;I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO;57785;119364000062;CENTRO DOCENTE URBANO MIXTO JAMBALO;BARRIO LAS DALIAS;URBANA; 216 
219392000439;CENTRO EDUCATIVO EL PORVENIR;58151;219392000439;EL PORVENIR (sede principal);VEREDA LA CUCHILLA;RURAL; 99 
219392000170;CENTRO EDUCATIVO FRONTINO ALTO;57966;219392000170;FRONTINO ALTO (SEDE PRINCIPAL);VEREDA FRONTINO ALTO;RURAL; 71 
219392000102;INSTITUCION EDUCATIVA TECNICO AGROAMBIENTAL EL MORAL;57976;219392000102;ESCUELA RURAL MIXTA LOS ROBLES;VEREDA LOS ROBLES;RURAL; 251 
119392000221;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;57957;119392000230;ANTONIA SANTOS;BARRIO ALTO DE LA CRUZ;URBANA; 177 
219397092111;INSTITUCION EDUCATIVA AGROPECUARIO YANACONAS;58543;219397092111;COLEGIO AGROPECUARIO YANACONAS;CORREGIMIENTO DE GUACHICONO;RURAL; 301 
219397000887;C.E. YACHAY CHURIKUNA;58532;219397000356;ESCUELA RURAL MIXTA SANTA BARBARA;CORREGIMIENTO SANTA BARBARA;RURAL; 89 
219397000551;INST EDUC BARBILLAS ANTES CENT DOC;58581;219397000551;CENTRO DOCENTE BARBILLAS;VEREDA BARBILLAS;RURAL; 87 
219397000461;INSTITUCION EDUCATIVA AGROPECUARIO SAN FRANCISCO JAVIER;58203;219397000208;LA MARQUEZA;VEREDA LA MARQUEZA;RURAL; 87 
219397000399;INSTITUCION EDUCATIVA NUESTRA SENORA DE LA CANDELARIA;58187;219397000399;COL NTA SEÑORA DE LA CANDELARIA (ANTES ESC RUR MIX PANCITARA);CORREGIMIENTO PANCITARA;RURAL; 127 
319418000011;I.E. PABLO VI;57527;219418000238;SAN ANTONIO DE GURUMENDI;CORREGIMIENTO SAN ANTONIO DE GURUMEND;RURAL; 67 
319418000011;I.E. PABLO VI;57526;219418000157;YULLAL JOLI;VEREDA YULLAL JOLI;RURAL; 80 
319418000011;I.E. PABLO VI;57525;119418000331;SANTA INES DE ASIS;CALLE SANTANDER;URBANA; 171 
319418000011;I.E. PABLO VI;57524;119418000322;LA PAZ;BARRIO LA PAZ;URBANA; 163 
219418001609;I.E. NOANAMITO;58576;219418001609;NOANAMITO (sede principal);CORREGIMIENTO NOANAMITO;RURAL; 379 
219418001609;I.E. NOANAMITO;58578;219418000149;SAN JOSE DEL CHIGUERO;VEREDA SAN JOSE CHIGUERO;RURAL; 91 
219418001609;I.E. NOANAMITO;58577;219418000076;GUAYABAL;CORREGIMIENTO GUAYABAL;RURAL; 88 
219418001595;I.E. SAN ANTONIO DE CHUARE;58560;219418000858;CABECITAS DE MICAY;VEREDA ISLA DE GALLO;RURAL; 69 
219418001595;I.E. SAN ANTONIO DE CHUARE;58557;219418000211;LANA CHUARE;VEREDA LANA CHUARE;RURAL; 67 
219418001439;I.E.A. MAXIMINO GARABATO ANTES(I.E. INDIG MAXIMINO GARABATO);57522;219418001668;ESCUELA INDIGENA GUADUALITO;CORREGIMIENTO BELEN DE IGUANA;RURAL; 92 
219418001439;I.E.A. MAXIMINO GARABATO ANTES(I.E. INDIG MAXIMINO GARABATO);57519;219418001528;ESCUELA INDIGENA JUAN COBO (E.IND.SAN MARTIN);VEREDA JUAN COBO;RURAL; 71 
219418001439;I.E.A. MAXIMINO GARABATO ANTES(I.E. INDIG MAXIMINO GARABATO);57517;219418001439;I.E.A. MAXIMINO GARABATO ANTES (I.E. INDÍGENA MAXIMINO GARABATO) - SEDE PRINCIPAL;VEREDA BELEN DE IGUANA;RURAL; 304 
219418001404;C.E. CACAHUAL;57514;219418001404;CACAHUAL (sede principal);VEREDA CACAHUAL;RURAL; 80 
219418001226;INSTITUCION EDUCATIVA AGUA CLARA GOLONDRO;57512;219418001226;INSTITUCION EDUCTIVA AGUA CLARA GOLONDRO (SEDE PRINCIPAL);CORREGIMIENTO AGUA CLARA GOLONDRO;RURAL; 420 
219418001226;INSTITUCION EDUCATIVA AGUA CLARA GOLONDRO;57513;219418000394;SAN FRANCISCO ADENTRO;CORREGIMIENTO SAN FRANCISCO;RURAL; 579 
219418000386;I.E. DOS QUEBRADAS;58574;219418000556;LAS PAVAS;CORREGIMIENTO LAS PAVAS - RIO NAYA;RURAL; 72 
219418000386;I.E. DOS QUEBRADAS;58573;219418000530;JUAN NUNEZ;VEREDA JUAN NUNEZ;RURAL; 66 
219418000386;I.E. DOS QUEBRADAS;58572;219418000441;SAN BARTOLO;CORREGIMIENTO SAN BARTOLO;RURAL; 168 
219418000386;I.E. DOS QUEBRADAS;58571;219418000416;CONCEPCION;CORREGIMIENTO LA CONCEPCION - RIO NAYA;RURAL; 147 
219418000386;I.E. DOS QUEBRADAS;58570;219418000386;DOS QUEBRADAS (sede principal);VEREDA DOS QUEBRADAS;RURAL; 473 
219418000378;INSTITUCION EDUCATIVA SAGRADA FAMILIA;58706;219418001200;EL CACAO;CORREGIMIENTO EL CACAO;RURAL; 87 
219418000378;INSTITUCION EDUCATIVA SAGRADA FAMILIA;57505;219418001021;BETANIA;CORREGIMIENTO BETANIA;RURAL; 113 
219418000378;INSTITUCION EDUCATIVA SAGRADA FAMILIA;58707;219418000378;SAGRADA FAMILIA (SEDE PRINCIPAL);VEREDA LA SAGRADA FAMILIA;RURAL; 261 
219418000297;C.E. BOCA GRANDE;58568;219418001315;LA CAPILLA;VEREDA LA CAPILLA;RURAL; 76 
219418000297;C.E. BOCA GRANDE;58565;219418000297;BOCA GRANDE (sede principal);CORREGIMIENTO BOCAGRANDE;RURAL; 145 
219418000271;C.E. LA ROTURA;58561;219418000271;LA ROTURA (sede principal);VEREDA LA ROTURA;RURAL; 188 
419450001270;I.E.A. ARBOLEDA;59274;219450000266;ARBOLEDA;CORREGIMIENTO ARBOLEDA;RURAL; 88 
219450001378;I.E.A. ISRAEL MARÍA NARVÁEZ;59268;219450000321;SAN JOAQUIN;CORREGIMIENTO SAN JOAQUIN;RURAL; 143 
219450001254;INSTITUCION EDUCATIVA CURACAS;58753;219450001254;CURACAS (sede principal);VEREDA CURACAS;RURAL; 79 
219450000461;INSTITUCION EDUCATIVA CAJAMARCA;57698;219450000461;INSTITUCION EDUCATIVA CAJAMARCA (SEDE PRINCIPAL);INSPECCION DE POLICIA CAJAMARCA;RURAL; 95 
219450000312;INSTITUCION EDUCATIVA SAN JUANITO;57693;219450000312;INSTITUCION EDUCATIVA SAN JUANITO (SEDE PRINCIPAL);CORREGIMIENTO SAN JUANITO;RURAL; 74 
119450000903;I.E. NUESTRA SEÑORA DEL ROSARIO -ANTES (I.E. URB DE NIÑAS NTA SRA DEL ROSARIO);57659;119450000539;SIMON BOLIVAR;BARRIO SAN FERNANDO;URBANA; 218 
119450000024;I.E. JUAN XXIII;57532;119450000067;LISANDRO VASQUEZ MELENDEZ;CALLE 8 BARRIO SAN NICOLAS;URBANA; 199 
319455000200;INSTITUCION EDUCATIVA EL ROSARIO;58421;219455000078;GUATEMALA;VEREDA GUATEMALA;RURAL; 132 
219455000558;INST EDUC SANTA ANA;58418;219455000060;SANTA ANA;CORREGIMIENTO SANTA ANA;RURAL; 137 
219455000451;INSTITUCION EDUCATIVA AGROPECUARIO MONTERREDONDO;58406;219455000027;MONTEREDONDO;CORREGIMIENTO MONTERREDONDO;RURAL; 98 
219455000370;INSTITUCION EDUCATIVA TECNICO EL ORTIGAL;58456;219455000221;EL ORTIGAL # 1;CORREGIMIENTO DEL ORTIGAL;RURAL; 318 
219455000299;INSTITUCION EDUCATIVA EL CABILDO (ANTES CENTRO EDUCATIVO EL CABILDO);59289;219455000299;CENTRO DOCENTE RURAL MIXTO EL CABILDO;VEREDA EL CABILDO;RURAL; 273 
119455000189;INST EDUC TEC MARISCAL SUCRE (ANTES MUNICIPAL DE MIRANDA);59284;119455000553;JOSE NORBEY GRAJALES RAMIRES;KR 0 0 0;URBANA; 537 
119455000111;INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ;59281;219455000141;LA LOCERIA;VEREDA EL DESBARATADO;RURAL; 72 
119455000111;INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ;59279;119455000383;LA POLA # 2;BARRIO LA COLOMBIANA;URBANA; 112 
119455000111;INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ;59278;119455000197;LA POLA # 1;CR 5 CLL 11 BARRIO LA COLOMBINA;URBANA; 452 
219473006661;CENTRO INTEGRAL DE FORMACIÓN E INVESTIGACIÓN WAMPIANO;163023;219473006661;CENTRO INTEGRAL DE FORMACIÓN E INVESTIGACIÓN WAMPIANO - SEDE PRINCIPAL;CABILDO WAMPIANO DE SAN ANTONIO;RURAL; 177 
219473006636;I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK;124409;419137001498;ESCUELA DE FORMACIÓN INTEGRAL MISAK SIBERIA  EFIMS;IND CORREGIMIENTO DE SIBERIA;RURAL; 100 
219473006636;I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK;177720;219548000892;COLEGIO AGROINDUSTRIAL MISAK SAN PEDRO;VDA SAN PEDRO;RURAL; 74 
219473006636;I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK;153983;219548000884;ERM ALA KUSREI YA MISAK PISCITAU;VEREDA CORRALES;RURAL; 368 
219473006636;I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK;58433;219473006636;I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK;VEREDA BONANZA;RURAL; 269 
219473006636;I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK;166101;219130003721;CONCENTRACIÓN ESCOLAR MISAK;VDA SAN JOSÉ DE LA LAGUNA;RURAL; 184 
219473006512;I.E. AGROPECUARIA MAXIMO GOMEZ;58430;219473000123;SAN ROQUE;VEREDA SAN ROQUE;RURAL; 88 
219473006491;I.E DE LOS REASENTAMIENTOS DEL CAUCA KWE´SX KSXA´W ÜUSA´S FXITXSA YAT (DESPERTAR DE NUESTROS SUEÑOS);173471;219130003739;PATHYU LUUCX;VDA. LA CAPILLA;RURAL; 69 
219473000891;INSTITUCION EDUCATIVA INTERCULTURAL SEK WALAC A  (SOL CRECIENTE);58457;219473000891;ESCUELA RURAL MIXTA LA BODEGA;VEREDA LA BODEGA;RURAL; 235 
219473000891;INSTITUCION EDUCATIVA INTERCULTURAL SEK WALAC A  (SOL CRECIENTE);58891;219473000573;ESCUELA RURAL MIXTA MEDELLIN;VEREDA MEDELLIN;RURAL; 67 
219473000891;INSTITUCION EDUCATIVA INTERCULTURAL SEK WALAC A  (SOL CRECIENTE);58890;219473000204;ESCUELA RURAL MIXTA CHIRRIADERO;VEREDA CHIRRIADERO;RURAL; 73 
219473000590;INSTITUCION EDUCATIVA INDIGENA CHIMBORAZO;176251;219473006695;ESCUELA RURAL MIXTA NUEVA ESPERANZA;VDA LA FLORESTA;RURAL; 90 
219473000590;INSTITUCION EDUCATIVA INDIGENA CHIMBORAZO;58455;219473000760;ESCUELA  AA. CIPO LA LIBERIA;VEREDA LIBERIA;RURAL; 128 
219473000590;INSTITUCION EDUCATIVA INDIGENA CHIMBORAZO;58454;219473000590;CENTRO DOCENTE CHIMBORAZO;CORREGIMIENTO CHIMBORAZO;RURAL; 338 
219473000549;INSTITUCION EDUCATIVA INTERCULTURAL BILING¿E AGUA NEGRA;58451;219473000549;ESCUELA RURAL MIXTA AGUA NEGRA;VEREDA AGUA NEGRA;RURAL; 346 
219473000336;INSTITUCION EDUCATIVA RENACER AFRO;51703;219473000336;EL SOCORRO (SEDE PRINCIPAL);VEREDA EL SOCORRO;RURAL; 128 
219473000263;INSTITUCION EDUCATIVA EL MANGO;58444;219473000263;EL MANGO (sede principal);VEREDA EL ROSARIO;RURAL; 237 
219473000247;CENTRO EDUCATIVO CANAVERAL;58443;219473000832;EL CRUCERO DE PAN DE AZUCAR;VEREDA CRUCERO PAN DE AZUCAR;RURAL; 70 
219473000239;CENTRO EDUCATIVO SAN RAFAEL;58438;219473000239;SAN RAFAEL (sede principal);VEREDA SAN RAFAEL;RURAL; 91 
219473000174;CENTRO EDUCATIVO EL PORVENIR;58448;219473000271;SAN ANTONIO;VEREDA SAN ANTONIO;RURAL; 82 
219473000107;INSTITUCION EDUCATIVA INDIGENA EL MESON;58429;219473000701;ESCUELA RURAL MIXTA LOMITAS;VEREDA LOMITAS;RURAL; 117 
219473000107;INSTITUCION EDUCATIVA INDIGENA EL MESON;58428;219473000611;ESCUELA CHORERA BLANCA;VEREDA CHORRERA BLANCA;RURAL; 72 
219473000107;INSTITUCION EDUCATIVA INDIGENA EL MESON;58426;219473000221;ESCUELA RURAL MIXTA SAN JOSE DE CAUCA;VEREDA SAN JOSE DE CAUCA;RURAL; 83 
219473000107;INSTITUCION EDUCATIVA INDIGENA EL MESON;58425;219473000212;ESCUELA RURAL MIXTA HONDURAS;RESGUARDO HONDURAS;RURAL; 87 
219473000107;INSTITUCION EDUCATIVA INDIGENA EL MESON;58424;219473000107;ESCUELA EL MESON;VEREDA EL MESON;RURAL; 328 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;52180;219473000671;ESCUELA RURAL MIXTA LOS QUINGOS;VEREDA LOS QUINGOS;RURAL; 122 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;52143;219473000018;ESCUELA RURAL DE TIERRA DENTRO;CORREGIMIENTO TIERRA DENTRO;RURAL; 176 
119473000081;INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA;52146;119473000064;INTEGRADA;BARRIO FATIMA;URBANA; 335 
219513000202;C.E. YARUMALES;58906;219513000202;YARUMALES (sede principal);CORREGIMIENTO YARUMALES;RURAL; 108 
219513000105;C.E. RIO NEGRO;58902;219513000105;RIO NEGRO (sede principal);VEREDA RIO NEGRO;RURAL; 98 
219513000091;C.E. LA PAILA;58899;219513000091;LA PAILA (sede principal);CORREG LA PAILA;RURAL; 236 
119513000224;I.E. ALMIRANTE PADILLA;58898;119513000046;JOSE HILARIO LOPEZ;CR 3 Y 4;URBANA; 250 
119513000224;I.E. ALMIRANTE PADILLA;58897;119513000020;ANTONIA SANTOS;CLL 11 = 1-32;URBANA; 207 
419517001202;INSTITUCION EDUCATIVA GAITANA FXIW;58102;419517001202;SEMINARIO INDIGENA PAEZ;VEREDA MINAS;RURAL; 174 
419517001202;INSTITUCION EDUCATIVA GAITANA FXIW;58582;219517000274;ESCUELA RURAL MIXTA DE TARAVIRA;VEREDA TARAVIRA;RURAL; 143 
419517001202;INSTITUCION EDUCATIVA GAITANA FXIW;58601;219517000134;ESCUELA RURAL MIXTA TALAGA;RESGUARDO INDIGENA DE TALAGA;RURAL; 123 
219517001661;I.E. TÉCNICO EMPRESARIAL MONTE CRUZ;58943;219517001661;INSTITUTO TÉCNICO EMPRESARIAL MONTE CRUZ - SEDE PRINCIPAL;VDA. LA CRUZ DE VITONCO;RURAL; 341 
219517001653;I.E. TÉCNICA AGROPECUARIA DE RICAURTE;147539;219517001726;ESC RUR MIX DE RICAURTE;VEREDA RICAURTE;RURAL; 181 
219517001653;I.E. TÉCNICA AGROPECUARIA DE RICAURTE;58082;219517001653;I.E. TÉCNICA AGROPECUARIA DE RICAURTE - SEDE PRINCIPAL;RESGUARDO INDIGENA DE RICAURTE;RURAL; 146 
219517001581;I.E. SAT¿ WESX ZUUN;58098;219517001581;ESCUELA RURAL MIXTA LA VILLA;VEREDA LA VILLA;RURAL; 117 
219517001581;I.E. SAT¿ WESX ZUUN;173453;219355001344;E.R.M. NASA USS YAK CXHACXHAFXI´ ZENXI;VDA. EL RINCÓN;RURAL; 81 
219517001238;I.E. BENJAMIN DINDICUE SA TWE SX LUX PKHAAKHENXI YAT;58095;219517001238;ESCUELA RURAL MIXTA LA MESA DE CALOTO;RESGUARDO INDIGENA DE CALOTO HUILA;RURAL; 463 
219517001238;I.E. BENJAMIN DINDICUE SA TWE SX LUX PKHAAKHENXI YAT;58096;119517001268;ESCUELA RURAL MIXTA CHACHUCUE;VEREDA CHACHUCUE;RURAL; 71 
219517000754;INS EDUC JUAN TAMA (ANTES CENT EDUC DEL NORTE JUAN TAMA);58088;219517000754;ESCUELA RURAL MIXTA DE  MOSOCO;RESGUARDO INDIGENA DE MOSOCO;RURAL; 223 
219517000738;CENTRO EDUCATIVO LA PALMA;58087;219517000738;ESCUELA LA PALMA;VEREDA LA PALMA;RURAL; 249 
219517000681;INSTITUCION EDUCATIVA AGROAMBIENTAL LA CEJA;58079;219517000681;ESCUELA  RURAL MIXTA LA CEJA;VEREDA LA CEJA;RURAL; 235 
219517000576;I.E. SABAS BELTRAN;58064;219517000576;SABAS BELTRAN (sede principal);CORREGIMIENTO RIO CHIQUITO;RURAL; 278 
219517000576;I.E. SABAS BELTRAN;58067;219517000509;RIOCHIQUITO;CORREGIMIENTO RIOCHIQUITO;RURAL; 202 
219517000487;I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA;58063;219517000771;ESCUELA RURAL MIXTA DE  GUAQUIYO;VEREDA DE GUAQUIYO;RURAL; 72 
219517000487;I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA;58059;219517000487;I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA - SEDE PRINCIPAL;RESGUARDO INDIGENA DE AVIRAMA;RURAL; 405 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58058;419517001644;INSTITUTO TECNICO ETNO ECOLOGICO VITONCO;RESGUARDO INDIGENA VITONCO;RURAL; 275 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58054;219517000321;ESCUELA RURAL MIXTA CHINAS;RESGUARDO INDIGENA DE CHINAS;RURAL; 141 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58051;219517000312;ESCUELA RURAL MIXTA LA INMACULADA VITONCO;RESGUARDO INDIGENA DE VITONCO;RURAL; 220 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58053;219517000215;ESCUELA RURAL MIXTA DE LAME;RESGUARDO INDIGENA DE LAME;RURAL; 100 
219517000291;INSTITUCIÓN EDUCATIVA AGROPECUARIA FELIX MARIA ORTIZ;58050;219517001521;ITAIBE;VEREDA DE ITAIBE;RURAL; 73 
219517000240;INST EDUC LA MURALLA;58061;219517000240;ESCUELA RURAL MIXTA LA MURALLA;VEREDA LA MURALLA;RURAL; 247 
219517000185;INSTITUCION EDUCATIVA EL CUARTEL;58941;219517000185;ESCUELA EL CUARTEL;VEREDA EL CUARTEL;RURAL; 160 
219517000177;I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ;87555;219517001459;ESCUELA RURAL MIXTA SAN VICENTE DE TOGOIMA;VEREDA SAN VICENTE DE TOGOIMA;RURAL; 66 
219517000177;I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ;58913;219517000436;ESCUELA RURAL MIXTA DE COQUIYO;VEREDA COQUIYO;RURAL; 76 
219517000177;I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ;58938;219517000177;COLEGIO TECNICO AGRICOLA  SA´T KIWE - SEDE PRINCIPAL;RESGUARDO INDIGENA DE TOGOIMA;RURAL; 268 
219517000169;CENTRO EDUCATIVO EL CARMEN DEL SALADO;58935;219517000339;ESCUELA RURAL MIXTA EL CANELO;VEREDA EL CANELO;RURAL; 106 
219517000169;CENTRO EDUCATIVO EL CARMEN DEL SALADO;58933;219517000169;ESCUELA EL CARMEN DEL SALADO;VEREDA EL CARMEN DEL SALADO;RURAL; 162 
219517000151;C.E. ACESI (ASOCIACION DE CENTROS EDUCATIVOS DEL SIMBOLA);58929;219517000151;C.E. ACESI (ASOCIACION DE CENTROS EDUCATIVOS DEL SIMBOLA) - SEDE PRINCIPAL;VDA. GUAPIO;RURAL; 74 
219517000118;I.E. TÉCNICA AGROP. FELIX MARIA PENNA;58923;219517000118;ESCUELA RURAL MIXTA SAN LUIS;VEREDA SAN LUIS;RURAL; 296 
219517000061;INST EDUC TEC AGRO-INDT SANTO DOMINGO SABIO (ANTES INST EDUC SANTO DOMINGO SABIO);58915;219517000061;ESCUELA RURAL MIXTA DE COHETANDO;RESGUARDO INDIGENA DE COHETANDO;RURAL; 266 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;59089;419532001421;JUAN BAUTISTA BOLAÑOS (sede principal);R 0563 -03-2003;RURAL; 352 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;87034;219532000256;PAN DE AZUCAR;NO TIENE;RURAL; 80 
219532001376;I.E. LA FONDA;59088;219532001520;BETANIA;R 0563 -03-2003;RURAL; 70 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;87020;219532000159;EL ESTRECHO;NO TIENE;RURAL; 152 
219532000493;I.E. DON ALONSO;58600;219532000493;DON ALONSO (sede principal);R 1522 -8 - 2004;RURAL; 98 
219532000272;C.E. SANTA ROSA BAJA;86994;219532000272;SANTA ROSA BAJA (sede principal);VEREDA SANTA ROSA BAJA;RURAL; 160 
119532001045;I.E. SIMON BOLIVAR;86978;119532002009;ENRIQUE OLAYA HERRERA;NO TIENE;URBANA; 133 
119532001045;I.E. SIMON BOLIVAR;86977;119532001495;MI CASITA;NO TIENE;URBANA; 328 
119532000529;I.E. BACHILLERATO PATIA;86974;119532001061;SEGISMUNDO ZAPATA RIOS;NO TIENE;URBANA; 347 
119532000529;I.E. BACHILLERATO PATIA;58591;119532000090;FRANCISCO JOSE DE CALDAS;1522 - 8 -2003;URBANA; 136 
119532000529;I.E. BACHILLERATO PATIA;86975;119532000022;NUESTRA SENORA DE LAS MERCEDES;NO TIENE;URBANA; 367 
219701001194;INST EDUC AGRIC PIAMONTE;78489;219701001194;PIAMONTE (sede principal);CABECERA MUNICIPAL;URBANA; 790 
219701000180;INSTITUCION EDUCATIVA SANTO DOMINGO SABIO;59102;219701000180;MIRAFLOR (sede principal);VEREDA MIRAFLOR;RURAL; 393 
219548000574;INSTITUCION EDUCATIVA AGROINDUSTRIAL LA MARIA;78682;219548000574;COLEGIO AGROINDUSTRIAL  INTEGRADO LA MARIA;VEREDA LA CONQUISTA;RURAL; 278 
219548000574;INSTITUCION EDUCATIVA AGROINDUSTRIAL LA MARIA;78867;219548000311;ESCUELA RURAL MIXTA LA MARIA;CORREGIMIENTO LA MARIA;RURAL; 81 
219548000370;INSTITUCION EDUCATIVA TECNICO TUNIA;78681;219548000302;SANTA TERESITA;VEREDA TUNIA;RURAL; 104 
219548000370;INSTITUCION EDUCATIVA TECNICO TUNIA;78680;219548000248;ANTONIO NARINO;CORREGIMIENTO TUNIA;RURAL; 94 
219548000337;INSTITUCION EDUCATIVA SAN ISIDRO PIENDAMO;78675;219548000337;PISITAO CHICO (sede principal);CORREGIMIENTO SAN ISIDRO;RURAL; 227 
219548000230;CENTRO EDUCATIVO EL MANGO;78662;219548000230;EL MANGO (sede principal);VEREDA EL MANGO;RURAL; 73 
219548000191;CENTRO EDUCATIVO CORRALES;78657;219548000191;CORRALES (sede principal);VEREDA CORRALES;RURAL; 80 
219548000183;CENTRO EDUCATIVO MATARREDONDA;78655;219548000183;MATAREDONDA (sede principal);VEREDA MATARREDONDA;RURAL; 264 
219548000167;INST EDUC PISITAO GRANDE SAN MIGUEL (ANTES CENT EDUC PISITAO GRANDE SAN MIGUEL);78656;219548000094;LA LORENA;VEREDA LA LORENA;RURAL; 199 
219548000124;CENTRO EDUCATIVO POLICARPA SALAVARRIETA;78651;219548000124;POLICARPA SALAVARRIETA (sede principal);VEREDA ALTO PIENDAMO;RURAL; 69 
